Loading required package: SeuratObject
Loading required package: sp

Attaching package: 'SeuratObject'

The following objects are masked from 'package:base':

    intersect, t

Warning messages:
1: package 'Seurat' was built under R version 4.2.3 
2: package 'SeuratObject' was built under R version 4.2.3 
InferCNV output dir: ../output/infer_cnv/combined_filter/ 
Files:
 [1] "01_incoming_data.infercnv_obj"                                                                                   
 [2] "02_reduced_by_cutoff.infercnv_obj"                                                                               
 [3] "03_normalized_by_depthHMMi6.infercnv_obj"                                                                        
 [4] "04_logtransformedHMMi6.infercnv_obj"                                                                             
 [5] "07_tumor_subclustersHMMi6.rand_trees.random_trees.infercnv_obj"                                                  
 [6] "08_remove_ref_avg_from_obs_logFCHMMi6.infercnv_obj"                                                              
 [7] "08_remove_ref_avg_from_obs_logFCHMMi6.rand_trees.infercnv_obj"                                                   
 [8] "09_apply_max_centered_expr_thresholdHMMi6.infercnv_obj"                                                          
 [9] "09_apply_max_centered_expr_thresholdHMMi6.rand_trees.infercnv_obj"                                               
[10] "10_smoothed_by_chrHMMi6.infercnv_obj"                                                                            
[11] "10_smoothed_by_chrHMMi6.rand_trees.infercnv_obj"                                                                 
[12] "11_recentered_cells_by_chrHMMi6.infercnv_obj"                                                                    
[13] "11_recentered_cells_by_chrHMMi6.rand_trees.infercnv_obj"                                                         
[14] "12_remove_ref_avg_from_obs_adjustHMMi6.infercnv_obj"                                                             
[15] "12_remove_ref_avg_from_obs_adjustHMMi6.rand_trees.infercnv_obj"                                                  
[16] "14_invert_log_transformHMMi6.infercnv_obj"                                                                       
[17] "14_invert_log_transformHMMi6.rand_trees.infercnv_obj"                                                            
[18] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.cell_groupings"                                                 
[19] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.genes_used.dat"                                                 
[20] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.infercnv_obj"                                                   
[21] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.pred_cnv_genes.dat"                                             
[22] "17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.pred_cnv_regions.dat"                                           
[23] "18_HMM_pred.Bayes_NetHMMi6.rand_trees.hmm_mode-subclusters.mcmc_obj"                                             
[24] "19_HMM_pred.Bayes_NetHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.infercnv_obj"                               
[25] "20_HMM_pred.repr_intensitiesHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.infercnv_obj"                        
[26] "22_denoiseHMMi6.rand_trees.NF_NA.SD_1.5.NL_FALSE.infercnv_obj"                                                   
[27] "BayesNetOutput.HMMi6.rand_trees.hmm_mode-subclusters"                                                            
[28] "HMM_CNV_predictions.HMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.pred_cnv_genes.dat"                          
[29] "HMM_CNV_predictions.HMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.pred_cnv_regions.dat"                        
[30] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.heatmap_thresholds.txt"                                
[31] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.observation_groupings.txt"                             
[32] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.observations_dendrogram.txt"                           
[33] "infercnv.17_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.png"                                                   
[34] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.heatmap_thresholds.txt"                                                 
[35] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.observation_groupings.txt"                                              
[36] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.observations_dendrogram.txt"                                            
[37] "infercnv.19_HMM_pred.Bayes_Net.Pnorm_0.5.png"                                                                    
[38] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.heatmap_thresholds.txt"     
[39] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.observation_groupings.txt"  
[40] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.observations_dendrogram.txt"
[41] "infercnv.20_HMM_predHMMi6.rand_trees.hmm_mode-subclusters.Pnorm_0.5.repr_intensities.png"                        
[42] "infercnv.heatmap_thresholds.txt"                                                                                 
[43] "infercnv.observation_groupings.txt"                                                                              
[44] "infercnv.observations_dendrogram.txt"                                                                            
[45] "infercnv.png"                                                                                                    
[46] "infercnv.preliminary.heatmap_thresholds.txt"                                                                     
[47] "infercnv.preliminary.observation_groupings.txt"                                                                  
[48] "infercnv.preliminary.observations_dendrogram.txt"                                                                
[49] "infercnv.preliminary.png"                                                                                        
[50] "preliminary.infercnv_obj"                                                                                        
[51] "run.final.infercnv_obj"                                                                                          
[52] "run_final_infercnv_obj.rds"                                                                                      
Loading Seurat objects...
            used   (Mb) gc trigger   (Mb)  max used   (Mb)
Ncells   7752865  414.1   14648518  782.4  11724126  626.2
Vcells 176220849 1344.5  236078456 1801.2 176222006 1344.5
Merging Seurat objects...
            used   (Mb) gc trigger   (Mb)  max used   (Mb)
Ncells   7791302  416.2   14648518  782.4  11724126  626.2
Vcells 153961042 1174.7  489961725 3738.2 480983069 3669.7
Running add_to_seurat...
Metadata columns added:
  [1] "orig.ident"                    "nCount_RNA"                   
  [3] "nFeature_RNA"                  "Sample"                       
  [5] "Barcode"                       "Genotype"                     
  [7] "Time"                          "Tomato"                       
  [9] "mito_percent"                  "Name"                         
 [11] "Delta"                         "ribo_percent"                 
 [13] "integrated_snn_res.0.6"        "seurat_clusters"              
 [15] "cell_type"                     "integrated_snn_res.0.2"       
 [17] "has_cnv_chr1"                  "has_loss_chr1"                
 [19] "has_dupli_chr1"                "proportion_cnv_chr1"          
 [21] "proportion_loss_chr1"          "proportion_dupli_chr1"        
 [23] "proportion_scaled_cnv_chr1"    "proportion_scaled_loss_chr1"  
 [25] "proportion_scaled_dupli_chr1"  "has_cnv_chr2"                 
 [27] "has_loss_chr2"                 "has_dupli_chr2"               
 [29] "proportion_cnv_chr2"           "proportion_loss_chr2"         
 [31] "proportion_dupli_chr2"         "proportion_scaled_cnv_chr2"   
 [33] "proportion_scaled_loss_chr2"   "proportion_scaled_dupli_chr2" 
 [35] "has_cnv_chr3"                  "has_loss_chr3"                
 [37] "has_dupli_chr3"                "proportion_cnv_chr3"          
 [39] "proportion_loss_chr3"          "proportion_dupli_chr3"        
 [41] "proportion_scaled_cnv_chr3"    "proportion_scaled_loss_chr3"  
 [43] "proportion_scaled_dupli_chr3"  "has_cnv_chr4"                 
 [45] "has_loss_chr4"                 "has_dupli_chr4"               
 [47] "proportion_cnv_chr4"           "proportion_loss_chr4"         
 [49] "proportion_dupli_chr4"         "proportion_scaled_cnv_chr4"   
 [51] "proportion_scaled_loss_chr4"   "proportion_scaled_dupli_chr4" 
 [53] "has_cnv_chr5"                  "has_loss_chr5"                
 [55] "has_dupli_chr5"                "proportion_cnv_chr5"          
 [57] "proportion_loss_chr5"          "proportion_dupli_chr5"        
 [59] "proportion_scaled_cnv_chr5"    "proportion_scaled_loss_chr5"  
 [61] "proportion_scaled_dupli_chr5"  "has_cnv_chr6"                 
 [63] "has_loss_chr6"                 "has_dupli_chr6"               
 [65] "proportion_cnv_chr6"           "proportion_loss_chr6"         
 [67] "proportion_dupli_chr6"         "proportion_scaled_cnv_chr6"   
 [69] "proportion_scaled_loss_chr6"   "proportion_scaled_dupli_chr6" 
 [71] "has_cnv_chr7"                  "has_loss_chr7"                
 [73] "has_dupli_chr7"                "proportion_cnv_chr7"          
 [75] "proportion_loss_chr7"          "proportion_dupli_chr7"        
 [77] "proportion_scaled_cnv_chr7"    "proportion_scaled_loss_chr7"  
 [79] "proportion_scaled_dupli_chr7"  "has_cnv_chr8"                 
 [81] "has_loss_chr8"                 "has_dupli_chr8"               
 [83] "proportion_cnv_chr8"           "proportion_loss_chr8"         
 [85] "proportion_dupli_chr8"         "proportion_scaled_cnv_chr8"   
 [87] "proportion_scaled_loss_chr8"   "proportion_scaled_dupli_chr8" 
 [89] "has_cnv_chr9"                  "has_loss_chr9"                
 [91] "has_dupli_chr9"                "proportion_cnv_chr9"          
 [93] "proportion_loss_chr9"          "proportion_dupli_chr9"        
 [95] "proportion_scaled_cnv_chr9"    "proportion_scaled_loss_chr9"  
 [97] "proportion_scaled_dupli_chr9"  "has_cnv_chr10"                
 [99] "has_loss_chr10"                "has_dupli_chr10"              
[101] "proportion_cnv_chr10"          "proportion_loss_chr10"        
[103] "proportion_dupli_chr10"        "proportion_scaled_cnv_chr10"  
[105] "proportion_scaled_loss_chr10"  "proportion_scaled_dupli_chr10"
[107] "has_cnv_chr11"                 "has_loss_chr11"               
[109] "has_dupli_chr11"               "proportion_cnv_chr11"         
[111] "proportion_loss_chr11"         "proportion_dupli_chr11"       
[113] "proportion_scaled_cnv_chr11"   "proportion_scaled_loss_chr11" 
[115] "proportion_scaled_dupli_chr11" "has_cnv_chr12"                
[117] "has_loss_chr12"                "has_dupli_chr12"              
[119] "proportion_cnv_chr12"          "proportion_loss_chr12"        
[121] "proportion_dupli_chr12"        "proportion_scaled_cnv_chr12"  
[123] "proportion_scaled_loss_chr12"  "proportion_scaled_dupli_chr12"
[125] "has_cnv_chr13"                 "has_loss_chr13"               
[127] "has_dupli_chr13"               "proportion_cnv_chr13"         
[129] "proportion_loss_chr13"         "proportion_dupli_chr13"       
[131] "proportion_scaled_cnv_chr13"   "proportion_scaled_loss_chr13" 
[133] "proportion_scaled_dupli_chr13" "has_cnv_chr14"                
[135] "has_loss_chr14"                "has_dupli_chr14"              
[137] "proportion_cnv_chr14"          "proportion_loss_chr14"        
[139] "proportion_dupli_chr14"        "proportion_scaled_cnv_chr14"  
[141] "proportion_scaled_loss_chr14"  "proportion_scaled_dupli_chr14"
[143] "has_cnv_chr15"                 "has_loss_chr15"               
[145] "has_dupli_chr15"               "proportion_cnv_chr15"         
[147] "proportion_loss_chr15"         "proportion_dupli_chr15"       
[149] "proportion_scaled_cnv_chr15"   "proportion_scaled_loss_chr15" 
